,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
5191,0,0.0,9.0,0.0,0.0,0.0,v India,Dambulla,Kane Williamson 
5192,0,0.0,2.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Kane Williamson 
5193,TDNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Kane Williamson 
5194,13,13.0,27.0,48.14,1.0,0.0,v India,Dambulla,Kane Williamson 
5195,108,108.0,132.0,81.81,6.0,2.0,v Bangladesh,Dhaka,Kane Williamson 
5196,0,0.0,6.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kane Williamson 
5197,25,25.0,51.0,49.01,0.0,0.0,v India,Guwahati,Kane Williamson 
5198,29,29.0,46.0,63.04,4.0,0.0,v India,Jaipur,Kane Williamson 
5199,21,21.0,50.0,42.0,1.0,0.0,v India,Vadodara,Kane Williamson 
5200,42,42.0,63.0,66.66,1.0,0.0,v Pakistan,Christchurch,Kane Williamson 
5201,15,15.0,36.0,41.66,1.0,0.0,v Pakistan,Napier,Kane Williamson 
5202,34*,34.0,27.0,125.92,4.0,0.0,v Canada,Mumbai,Kane Williamson 
5203,5,5.0,8.0,62.5,0.0,0.0,v Sri Lanka,Mumbai,Kane Williamson 
5204,38*,38.0,41.0,92.68,1.0,1.0,v South Africa,Dhaka,Kane Williamson 
5205,22,22.0,16.0,137.5,3.0,0.0,v Sri Lanka,Colombo (RPS),Kane Williamson 
5206,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kane Williamson 
5207,14*,14.0,18.0,77.77,1.0,0.0,v Zimbabwe,Harare,Kane Williamson 
5208,100*,100.0,69.0,144.92,11.0,1.0,v Zimbabwe,Bulawayo,Kane Williamson 
5209,35,35.0,53.0,66.03,4.0,0.0,v Zimbabwe,Dunedin,Kane Williamson 
5210,4,4.0,8.0,50.0,0.0,0.0,v Zimbabwe,Whangarei,Kane Williamson 
5211,38,38.0,40.0,95.0,3.0,0.0,v Zimbabwe,Napier,Kane Williamson 
5212,55,55.0,69.0,79.71,4.0,0.0,v South Africa,Wellington,Kane Williamson 
5213,13,13.0,18.0,72.22,0.0,0.0,v South Africa,Napier,Kane Williamson 
5214,22,22.0,43.0,51.16,1.0,0.0,v South Africa,Auckland,Kane Williamson 
5215,24,24.0,52.0,46.15,1.0,0.0,v West Indies,Kingston,Kane Williamson 
5216,58,58.0,65.0,89.23,4.0,1.0,v West Indies,Kingston,Kane Williamson 
5217,9,9.0,17.0,52.94,1.0,0.0,v West Indies,Basseterre,Kane Williamson 
5218,3,3.0,12.0,25.0,0.0,0.0,v West Indies,Basseterre,Kane Williamson 
5219,69,69.0,84.0,82.14,5.0,1.0,v West Indies,Basseterre,Kane Williamson 
5220,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pallekele,Kane Williamson 
5221,5,5.0,6.0,83.33,0.0,0.0,v Sri Lanka,Pallekele,Kane Williamson 
5222,21,21.0,29.0,72.41,2.0,0.0,v Sri Lanka,Hambantota,Kane Williamson 
5223,TDNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Hambantota,Kane Williamson 
5224,5,5.0,15.0,33.33,1.0,0.0,v South Africa,Paarl,Kane Williamson 
5225,145*,145.0,136.0,106.61,17.0,1.0,v South Africa,Kimberley,Kane Williamson 
5226,6,6.0,17.0,35.29,1.0,0.0,v South Africa,Potchefstroom,Kane Williamson 
5227,74,74.0,99.0,74.74,6.0,0.0,v England,Hamilton,Kane Williamson 
5228,33,33.0,47.0,70.21,3.0,0.0,v England,Napier,Kane Williamson 
5229,7,7.0,12.0,58.33,1.0,0.0,v England,Auckland,Kane Williamson 
5230,0,0.0,2.0,0.0,0.0,0.0,v England,Lord's,Kane Williamson 
5231,55,55.0,63.0,87.3,3.0,0.0,v England,Southampton,Kane Williamson 
5232,19,19.0,28.0,67.85,1.0,0.0,v England,Nottingham,Kane Williamson 
5233,16,16.0,22.0,72.72,1.0,0.0,v Sri Lanka,Cardiff,Kane Williamson 
5234,18*,18.0,37.0,48.64,1.0,0.0,v Australia,Birmingham,Kane Williamson 
5235,67,67.0,54.0,124.07,8.0,1.0,v England,Cardiff,Kane Williamson 
5236,absent,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kane Williamson 
5237,8,8.0,22.0,36.36,0.0,0.0,v West Indies,Auckland,Kane Williamson 
5238,47,47.0,55.0,85.45,3.0,0.0,v West Indies,Nelson,Kane Williamson 
5239,16,16.0,21.0,76.19,2.0,0.0,v West Indies,Hamilton,Kane Williamson 
5240,71,71.0,88.0,80.68,7.0,0.0,v India,Napier,Kane Williamson 
5241,77,77.0,87.0,88.5,5.0,1.0,v India,Hamilton,Kane Williamson 
5242,65,65.0,74.0,87.83,4.0,1.0,v India,Auckland,Kane Williamson 
5243,60,60.0,82.0,73.17,2.0,2.0,v India,Hamilton,Kane Williamson 
5244,88,88.0,91.0,96.7,8.0,1.0,v India,Wellington,Kane Williamson 
5245,10,10.0,19.0,52.63,2.0,0.0,v Pakistan,Dubai (DSC),Kane Williamson 
5246,70*,70.0,91.0,76.92,7.0,0.0,v Pakistan,Sharjah,Kane Williamson 
5247,46,46.0,52.0,88.46,6.0,0.0,v Pakistan,Sharjah,Kane Williamson 
5248,123,123.0,105.0,117.14,12.0,0.0,v Pakistan,Abu Dhabi,Kane Williamson 
5249,97,97.0,119.0,81.51,8.0,0.0,v Pakistan,Abu Dhabi,Kane Williamson 
5250,15,15.0,22.0,68.18,1.0,0.0,v Sri Lanka,Christchurch,Kane Williamson 
5251,103,103.0,107.0,96.26,6.0,1.0,v Sri Lanka,Nelson,Kane Williamson 
5252,26,26.0,32.0,81.25,4.0,0.0,v Sri Lanka,Dunedin,Kane Williamson 
5253,97,97.0,95.0,102.1,8.0,2.0,v Sri Lanka,Dunedin,Kane Williamson 
5254,54,54.0,83.0,65.06,4.0,0.0,v Sri Lanka,Wellington,Kane Williamson 
5255,112,112.0,88.0,127.27,14.0,1.0,v Pakistan,Napier,Kane Williamson 
5256,57,57.0,65.0,87.69,5.0,1.0,v Sri Lanka,Christchurch,Kane Williamson 
5257,38,38.0,45.0,84.44,6.0,0.0,v Scotland,Dunedin,Kane Williamson 
5258,9*,9.0,22.0,40.9,1.0,0.0,v England,Wellington,Kane Williamson 
5259,45*,45.0,42.0,107.14,5.0,1.0,v Australia,Auckland,Kane Williamson 
5260,33,33.0,45.0,73.33,4.0,0.0,v Afghanistan,Napier,Kane Williamson 
5261,1,1.0,2.0,50.0,0.0,0.0,v Bangladesh,Hamilton,Kane Williamson 
5262,33,33.0,35.0,94.28,5.0,0.0,v West Indies,Wellington,Kane Williamson 
5263,6,6.0,11.0,54.54,1.0,0.0,v South Africa,Auckland,Kane Williamson 
5264,12,12.0,33.0,36.36,1.0,0.0,v Australia,Melbourne,Kane Williamson 
5265,45,45.0,43.0,104.65,8.0,0.0,v England,Birmingham,Kane Williamson 
5266,93,93.0,88.0,105.68,12.0,1.0,v England,The Oval,Kane Williamson 
5267,118,118.0,113.0,104.42,12.0,1.0,v England,Southampton,Kane Williamson 
5268,90,90.0,70.0,128.57,12.0,1.0,v England,Nottingham,Kane Williamson 
5269,50,50.0,65.0,76.92,5.0,0.0,v England,Chester-le-Street,Kane Williamson 
5270,97,97.0,102.0,95.09,11.0,1.0,v Zimbabwe,Harare,Kane Williamson 
5271,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kane Williamson 
5272,90,90.0,109.0,82.56,8.0,1.0,v Zimbabwe,Harare,Kane Williamson 
5273,47,47.0,69.0,68.11,4.0,1.0,v South Africa,Centurion,Kane Williamson 
5274,7,7.0,13.0,53.84,1.0,0.0,v South Africa,Potchefstroom,Kane Williamson 
5275,39,39.0,59.0,66.1,4.0,0.0,v South Africa,Durban,Kane Williamson 
5276,59,59.0,73.0,80.82,7.0,0.0,v Sri Lanka,Nelson,Kane Williamson 
5277,12,12.0,12.0,100.0,1.0,0.0,v Sri Lanka,Nelson,Kane Williamson 
5278,61,61.0,72.0,84.72,7.0,0.0,v Sri Lanka,Mount Maunganui,Kane Williamson 
5279,10,10.0,17.0,58.82,0.0,0.0,v Pakistan,Wellington,Kane Williamson 
5280,84,84.0,86.0,97.67,9.0,3.0,v Pakistan,Auckland,Kane Williamson 
5281,0,0.0,8.0,0.0,0.0,0.0,v Australia,Auckland,Kane Williamson 
5282,60,60.0,74.0,81.08,5.0,1.0,v Australia,Wellington,Kane Williamson 
5283,18,18.0,28.0,64.28,1.0,0.0,v Australia,Hamilton,Kane Williamson 
5284,3,3.0,9.0,33.33,0.0,0.0,v India,Dharamsala,Kane Williamson 
5285,118,118.0,128.0,92.18,14.0,1.0,v India,Delhi,Kane Williamson 
5286,22,22.0,27.0,81.48,3.0,0.0,v India,Mohali,Kane Williamson 
5287,41,41.0,59.0,69.49,4.0,0.0,v India,Ranchi,Kane Williamson 
5288,27,27.0,40.0,67.5,4.0,0.0,v India,Visakhapatnam,Kane Williamson 
5289,9,9.0,16.0,56.25,2.0,0.0,v Australia,Sydney,Kane Williamson 
5290,81,81.0,80.0,101.25,5.0,2.0,v Australia,Canberra,Kane Williamson 
5291,13,13.0,12.0,108.33,2.0,0.0,v Australia,Melbourne,Kane Williamson 
5292,31,31.0,36.0,86.11,5.0,0.0,v Bangladesh,Christchurch,Kane Williamson 
5293,14,14.0,35.0,40.0,2.0,0.0,v Bangladesh,Nelson,Kane Williamson 
5294,95*,95.0,116.0,81.89,9.0,1.0,v Bangladesh,Nelson,Kane Williamson 
5295,24,24.0,34.0,70.58,2.0,0.0,v Australia,Auckland,Kane Williamson 
5296,36,36.0,42.0,85.71,5.0,0.0,v Australia,Hamilton,Kane Williamson 
5297,59,59.0,53.0,111.32,4.0,2.0,v South Africa,Hamilton,Kane Williamson 
5298,69,69.0,75.0,92.0,6.0,0.0,v South Africa,Christchurch,Kane Williamson 
5299,23,23.0,40.0,57.5,0.0,1.0,v South Africa,Wellington,Kane Williamson 
5300,21,21.0,24.0,87.5,3.0,0.0,v South Africa,Hamilton,Kane Williamson 
5301,9,9.0,16.0,56.25,1.0,0.0,v South Africa,Auckland,Kane Williamson 
5302,100,100.0,97.0,103.09,8.0,3.0,v Australia,Birmingham,Kane Williamson 
5303,87,87.0,98.0,88.77,8.0,0.0,v England,Cardiff,Kane Williamson 
5304,57,57.0,69.0,82.6,5.0,0.0,v Bangladesh,Cardiff,Kane Williamson 
5305,6,6.0,8.0,75.0,0.0,0.0,v India,Mumbai,Kane Williamson 
5306,3,3.0,14.0,21.42,0.0,0.0,v India,Pune,Kane Williamson 
5307,64,64.0,84.0,76.19,8.0,0.0,v India,Kanpur,Kane Williamson 
5308,38,38.0,45.0,84.44,5.0,0.0,v West Indies,Whangarei,Kane Williamson 
5309,115,115.0,117.0,98.29,8.0,1.0,v Pakistan,Wellington,Kane Williamson 
5310,19,19.0,28.0,67.85,2.0,0.0,v Pakistan,Nelson,Kane Williamson 
5311,73,73.0,101.0,72.27,7.0,0.0,v Pakistan,Dunedin,Kane Williamson 
5312,32,32.0,54.0,59.25,1.0,0.0,v Pakistan,Hamilton,Kane Williamson 
5313,22,22.0,36.0,61.11,0.0,0.0,v Pakistan,Wellington,Kane Williamson 
5314,8,8.0,23.0,34.78,1.0,0.0,v England,Hamilton,Kane Williamson 
5315,112*,112.0,143.0,78.32,6.0,2.0,v England,Wellington,Kane Williamson 
5316,45,45.0,48.0,93.75,3.0,1.0,v England,Dunedin,Kane Williamson 
5317,14,14.0,25.0,56.0,1.0,0.0,v England,Christchurch,Kane Williamson 
5318,27,27.0,38.0,71.05,2.0,0.0,v Pakistan,Abu Dhabi,Kane Williamson 
5319,1,1.0,3.0,33.33,0.0,0.0,v Pakistan,Abu Dhabi,Kane Williamson 
5320,76,76.0,74.0,102.7,6.0,0.0,v Sri Lanka,Mount Maunganui,Kane Williamson 
5321,1,1.0,9.0,11.11,0.0,0.0,v Sri Lanka,Mount Maunganui,Kane Williamson 
5322,55,55.0,65.0,84.61,6.0,1.0,v Sri Lanka,Nelson,Kane Williamson 
5323,64,64.0,81.0,79.01,7.0,0.0,v India,Napier,Kane Williamson 
5324,20,20.0,11.0,181.81,1.0,2.0,v India,Mount Maunganui,Kane Williamson 
5325,28,28.0,48.0,58.33,4.0,0.0,v India,Mount Maunganui,Kane Williamson 
5326,11,11.0,18.0,61.11,2.0,0.0,v India,Hamilton,Kane Williamson 
5327,39,39.0,73.0,53.42,3.0,0.0,v India,Wellington,Kane Williamson 
5328,11,11.0,22.0,50.0,1.0,0.0,v Bangladesh,Napier,Kane Williamson 
5329,65*,65.0,86.0,75.58,3.0,0.0,v Bangladesh,Christchurch,Kane Williamson 
5330,0*,0.0,5.0,0.0,0.0,0.0,v Pakistan,Delhi,Mohammed Shami
5331,DNB,0.0,0.0,0.0,0.0,0.0,v England,Kochi,Mohammed Shami
5332,DNB,0.0,0.0,0.0,0.0,0.0,v England,Ranchi,Mohammed Shami
5333,DNB,0.0,0.0,0.0,0.0,0.0,v England,Mohali,Mohammed Shami
5334,1,1.0,6.0,16.66,0.0,0.0,v England,Dharamsala,Mohammed Shami
5335,0,0.0,1.0,0.0,0.0,0.0,v Sri Lanka,Kingston,Mohammed Shami
5336,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Mohammed Shami
5337,6*,6.0,1.0,600.0,0.0,1.0,v Zimbabwe,Harare,Mohammed Shami
5338,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Mohammed Shami
5339,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Mohammed Shami
5340,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Mohammed Shami
5341,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Ranchi,Mohammed Shami
5342,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Nagpur,Mohammed Shami
5343,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Bengaluru,Mohammed Shami
5344,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Kochi,Mohammed Shami
5345,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Visakhapatnam,Mohammed Shami
5346,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Kanpur,Mohammed Shami
5347,0,0.0,4.0,0.0,0.0,0.0,v South Africa,Johannesburg,Mohammed Shami
5348,8,8.0,14.0,57.14,0.0,0.0,v South Africa,Durban,Mohammed Shami
5349,TDNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Centurion,Mohammed Shami
5350,7*,7.0,4.0,175.0,1.0,0.0,v New Zealand,Napier,Mohammed Shami
5351,1*,1.0,1.0,100.0,0.0,0.0,v New Zealand,Hamilton,Mohammed Shami
5352,2,2.0,7.0,28.57,0.0,0.0,v New Zealand,Auckland,Mohammed Shami
5353,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,Mohammed Shami
5354,14*,14.0,15.0,93.33,0.0,1.0,v New Zealand,Wellington,Mohammed Shami
5355,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Fatullah,Mohammed Shami
5356,14*,14.0,7.0,200.0,0.0,2.0,v Sri Lanka,Fatullah,Mohammed Shami
5357,0,0.0,3.0,0.0,0.0,0.0,v Pakistan,Dhaka,Mohammed Shami
5358,DNB,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Dhaka,Mohammed Shami
5359,DNB,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Mohammed Shami
5360,DNB,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,Mohammed Shami
5361,DNB,0.0,0.0,0.0,0.0,0.0,v England,Birmingham,Mohammed Shami
5362,0,0.0,2.0,0.0,0.0,0.0,v England,Leeds,Mohammed Shami
5363,19,19.0,17.0,111.76,2.0,1.0,v West Indies,Kochi,Mohammed Shami
5364,1*,1.0,1.0,100.0,0.0,0.0,v West Indies,Delhi,Mohammed Shami
5365,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Dharamsala,Mohammed Shami
5366,2*,2.0,3.0,66.66,0.0,0.0,v Australia,Melbourne,Mohammed Shami
5367,1,1.0,7.0,14.28,0.0,0.0,v England,Brisbane,Mohammed Shami
5368,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Sydney,Mohammed Shami
5369,25,25.0,18.0,138.88,3.0,1.0,v England,Perth,Mohammed Shami
5370,3*,3.0,3.0,100.0,0.0,0.0,v Pakistan,Adelaide,Mohammed Shami
5371,4*,4.0,5.0,80.0,1.0,0.0,v South Africa,Melbourne,Mohammed Shami
5372,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Perth,Mohammed Shami
5373,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Hamilton,Mohammed Shami
5374,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Auckland,Mohammed Shami
5375,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Melbourne,Mohammed Shami
5376,1*,1.0,1.0,100.0,0.0,0.0,v Australia,Sydney,Mohammed Shami
5377,1,1.0,2.0,50.0,0.0,0.0,v West Indies,North Sound,Mohammed Shami
5378,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,Mohammed Shami
5379,6*,6.0,6.0,100.0,1.0,0.0,v Australia,Bengaluru,Mohammed Shami
5380,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Guwahati,Mohammed Shami
5381,0*,0.0,1.0,0.0,0.0,0.0,v West Indies,Visakhapatnam,Mohammed Shami
5382,1,1.0,2.0,50.0,0.0,0.0,v Australia,Sydney,Mohammed Shami
5383,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Adelaide,Mohammed Shami
5384,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,Mohammed Shami
5385,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Napier,Mohammed Shami
5386,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Mount Maunganui,Mohammed Shami
5387,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Mount Maunganui,Mohammed Shami
5388,1,1.0,1.0,100.0,0.0,0.0,v New Zealand,Wellington,Mohammed Shami
5389,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Hyderabad (Deccan),Mohammed Shami
5390,2*,2.0,4.0,50.0,0.0,0.0,v Australia,Nagpur,Mohammed Shami
5391,8,8.0,4.0,200.0,2.0,0.0,v Australia,Ranchi,Mohammed Shami
5392,3,3.0,7.0,42.85,0.0,0.0,v Australia,Delhi,Mohammed Shami
5393,60*,60.0,77.0,77.92,5.0,0.0,v Sri Lanka,Colombo (RPS),Ravindra Jadeja
5394,0,0.0,1.0,0.0,0.0,0.0,v West Indies,Kingston,Ravindra Jadeja
5395,7,7.0,12.0,58.33,1.0,0.0,v West Indies,Kingston,Ravindra Jadeja
5396,5,5.0,13.0,38.46,0.0,0.0,v Australia,Vadodara,Ravindra Jadeja
5397,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Nagpur,Ravindra Jadeja
5398,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Delhi,Ravindra Jadeja
5399,7,7.0,21.0,33.33,1.0,0.0,v Australia,Mohali,Ravindra Jadeja
5400,23,23.0,17.0,135.29,3.0,0.0,v Australia,Hyderabad (Deccan),Ravindra Jadeja
5401,57,57.0,103.0,55.33,6.0,0.0,v Australia,Guwahati,Ravindra Jadeja
5402,30*,30.0,17.0,176.47,1.0,2.0,v Sri Lanka,Rajkot,Ravindra Jadeja
5403,12*,12.0,6.0,200.0,2.0,0.0,v Sri Lanka,Nagpur,Ravindra Jadeja
5404,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Cuttack,Ravindra Jadeja
5405,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Kolkata,Ravindra Jadeja
5406,TDNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Delhi,Ravindra Jadeja
5407,39,39.0,34.0,114.7,3.0,1.0,v Sri Lanka,Dhaka,Ravindra Jadeja
5408,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Ravindra Jadeja
5409,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dhaka,Ravindra Jadeja
5410,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Ravindra Jadeja
5411,38,38.0,64.0,59.37,0.0,0.0,v Sri Lanka,Dhaka,Ravindra Jadeja
5412,22,22.0,20.0,110.0,1.0,0.0,v South Africa,Jaipur,Ravindra Jadeja
5413,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Gwalior,Ravindra Jadeja
5414,36,36.0,35.0,102.85,2.0,1.0,v South Africa,Ahmedabad,Ravindra Jadeja
5415,61*,61.0,61.0,100.0,5.0,0.0,v Zimbabwe,Bulawayo,Ravindra Jadeja
5416,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Bulawayo,Ravindra Jadeja
5417,51,51.0,72.0,70.83,3.0,2.0,v Zimbabwe,Harare,Ravindra Jadeja
5418,19,19.0,26.0,73.07,0.0,1.0,v Sri Lanka,Harare,Ravindra Jadeja
5419,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dambulla,Ravindra Jadeja
5420,6,6.0,9.0,66.66,0.0,0.0,v Pakistan,Dambulla,Ravindra Jadeja
5421,0,0.0,1.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Ravindra Jadeja
5422,25*,25.0,27.0,92.59,1.0,0.0,v Sri Lanka,Dambulla,Ravindra Jadeja
5423,20,20.0,44.0,45.45,2.0,0.0,v New Zealand,Dambulla,Ravindra Jadeja
5424,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Ravindra Jadeja
5425,0,0.0,9.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Ravindra Jadeja
5426,17,17.0,26.0,65.38,3.0,0.0,v New Zealand,Dambulla,Ravindra Jadeja
5427,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Vadodara,Ravindra Jadeja
5428,78,78.0,89.0,87.64,10.0,0.0,v England,The Oval,Ravindra Jadeja
5429,0*,0.0,0.0,0.0,0.0,0.0,v England,Lord's,Ravindra Jadeja
5430,0,0.0,1.0,0.0,0.0,0.0,v England,Cardiff,Ravindra Jadeja
5431,27,27.0,22.0,122.72,1.0,2.0,v England,Hyderabad (Deccan),Ravindra Jadeja
5432,DNB,0.0,0.0,0.0,0.0,0.0,v England,Delhi,Ravindra Jadeja
5433,26*,26.0,24.0,108.33,2.0,0.0,v England,Mohali,Ravindra Jadeja
5434,DNB,0.0,0.0,0.0,0.0,0.0,v England,Mumbai,Ravindra Jadeja
5435,21,21.0,21.0,100.0,2.0,0.0,v England,Kolkata,Ravindra Jadeja
5436,38,38.0,62.0,61.29,3.0,0.0,v West Indies,Cuttack,Ravindra Jadeja
5437,9*,9.0,8.0,112.5,1.0,0.0,v West Indies,Visakhapatnam,Ravindra Jadeja
5438,11,11.0,16.0,68.75,2.0,0.0,v West Indies,Ahmedabad,Ravindra Jadeja
5439,10,10.0,10.0,100.0,0.0,0.0,v West Indies,Indore,Ravindra Jadeja
5440,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Chennai,Ravindra Jadeja
5441,19,19.0,25.0,76.0,0.0,0.0,v Australia,Melbourne,Ravindra Jadeja
5442,24*,24.0,28.0,85.71,1.0,0.0,v Sri Lanka,Perth,Ravindra Jadeja
5443,12,12.0,8.0,150.0,0.0,0.0,v Australia,Adelaide,Ravindra Jadeja
5444,3,3.0,10.0,30.0,0.0,0.0,v Sri Lanka,Adelaide,Ravindra Jadeja
5445,18,18.0,35.0,51.42,1.0,0.0,v Australia,Brisbane,Ravindra Jadeja
5446,17,17.0,21.0,80.95,1.0,0.0,v Sri Lanka,Brisbane,Ravindra Jadeja
5447,8,8.0,17.0,47.05,1.0,0.0,v Australia,Sydney,Ravindra Jadeja
5448,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Hobart,Ravindra Jadeja
5449,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dhaka,Ravindra Jadeja
5450,4*,4.0,2.0,200.0,0.0,0.0,v Bangladesh,Dhaka,Ravindra Jadeja
5451,13,13.0,23.0,56.52,0.0,0.0,v Pakistan,Kolkata,Ravindra Jadeja
5452,27,27.0,39.0,69.23,0.0,2.0,v Pakistan,Delhi,Ravindra Jadeja
5453,7,7.0,9.0,77.77,0.0,0.0,v England,Rajkot,Ravindra Jadeja
5454,61*,61.0,37.0,164.86,8.0,2.0,v England,Kochi,Ravindra Jadeja
5455,DNB,0.0,0.0,0.0,0.0,0.0,v England,Ranchi,Ravindra Jadeja
5456,21*,21.0,27.0,77.77,2.0,0.0,v England,Mohali,Ravindra Jadeja
5457,39,39.0,65.0,60.0,1.0,2.0,v England,Dharamsala,Ravindra Jadeja
5458,47*,47.0,29.0,162.06,7.0,1.0,v South Africa,Cardiff,Ravindra Jadeja
5459,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,The Oval,Ravindra Jadeja
5460,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Birmingham,Ravindra Jadeja
5461,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Cardiff,Ravindra Jadeja
5462,33*,33.0,25.0,132.0,2.0,2.0,v England,Birmingham,Ravindra Jadeja
5463,15,15.0,20.0,75.0,2.0,0.0,v West Indies,Kingston,Ravindra Jadeja
5464,49*,49.0,62.0,79.03,4.0,1.0,v Sri Lanka,Kingston,Ravindra Jadeja
5465,2,2.0,5.0,40.0,0.0,0.0,v West Indies,Port of Spain,Ravindra Jadeja
5466,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Port of Spain,Ravindra Jadeja
5467,5,5.0,14.0,35.71,0.0,0.0,v Sri Lanka,Port of Spain,Ravindra Jadeja
5468,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Ravindra Jadeja
5469,15,15.0,22.0,68.18,1.0,0.0,v Zimbabwe,Harare,Ravindra Jadeja
5470,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Ravindra Jadeja
5471,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Ravindra Jadeja
5472,48*,48.0,77.0,62.33,4.0,2.0,v Zimbabwe,Bulawayo,Ravindra Jadeja
5473,11,11.0,18.0,61.11,1.0,0.0,v Australia,Pune,Ravindra Jadeja
5474,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Jaipur,Ravindra Jadeja
5475,2,2.0,4.0,50.0,0.0,0.0,v Australia,Mohali,Ravindra Jadeja
5476,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Ranchi,Ravindra Jadeja
5477,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Nagpur,Ravindra Jadeja
5478,0*,0.0,0.0,0.0,0.0,0.0,v Australia,Bengaluru,Ravindra Jadeja
5479,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Kochi,Ravindra Jadeja
5480,10,10.0,20.0,50.0,0.0,0.0,v West Indies,Visakhapatnam,Ravindra Jadeja
5481,2*,2.0,11.0,18.18,0.0,0.0,v West Indies,Kanpur,Ravindra Jadeja
5482,29,29.0,30.0,96.66,6.0,0.0,v South Africa,Johannesburg,Ravindra Jadeja
5483,26,26.0,34.0,76.47,1.0,1.0,v South Africa,Durban,Ravindra Jadeja
5484,TDNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Centurion,Ravindra Jadeja
5485,0,0.0,3.0,0.0,0.0,0.0,v New Zealand,Napier,Ravindra Jadeja
